ID,Age_Years,Gender,Marital_Status,Education,Employment,Account_Tenure_Months,Account_Balance,Transaction_Frequency,Product_Count,Number_of_Complaints,Satisfaction_Rate,Support_Calls,Email_Subscription,Has_Credit_Card,Churn_Status,Customer_Value_Score,Engagement_Level,Risk_Profile
CUST1707,38,Female,Single,Secondary,Unemployed,96,146152,19,1,0,0.76,1,1,0,0,0.36,Medium,Low_Risk
CUST0074,20,Female,Single,Secondary,Self-employed,100,204111,17,4,0,0.84,0,0,0,0,0.36,High,Low_Risk
CUST0879,45,Female,Divorced,Primary,Employed,132,66046,15,1,0,0.6,1,1,0,0,0.36,Low,Low_Risk
CUST0920,34,Female,Married,,Unemployed,145,64865,13,1,0,0.72,0,0,1,0,0.36,Low,Low_Risk
CUST1266,46,Female,Married,Secondary,Unemployed,114,21185,19,1,0,0.87,2,1,0,0,0.36,Medium,Low_Risk
CUST2994,24,Male,Single,University,Employed,135,344588,8,1,0,0.99,0,0,1,0,0.36,Low,Low_Risk
CUST0021,38,Male,Single,University,Employed,116,50956,18,2,0,0.57,1,1,1,0,0.36,Medium,Low_Risk
CUST1056,35,Female,Single,Secondary,Unemployed,138,68593,14,2,0,0.7,1,1,1,0,0.36,Medium,Low_Risk
CUST1234,32,Male,Married,University,Unemployed,95,233903,17,1,0,0.5,2,1,0,0,0.359,Low,Low_Risk
CUST2833,41,Male,Divorced,Primary,Employed,143,73202,13,4,0,0.65,1,0,0,0,0.359,Medium,Low_Risk
CUST2299,39,Female,Married,Primary,Employed,137,157777,12,2,0,0.84,1,1,0,0,0.359,Low,Low_Risk
CUST1774,18,Female,Divorced,University,Employed,144,107681,12,3,0,0.79,1,1,0,0,0.359,Medium,Low_Risk
CUST0036,38,Male,Single,University,Unemployed,132,107246,14,4,1,0.81,1,1,1,0,0.359,Medium,Low_Risk
CUST0953,45,Female,Married,,Employed,151,60042,12,1,0,0.94,0,0,1,0,0.359,Low,Low_Risk
CUST0150,43,Male,Married,Secondary,Self-employed,114,314921,12,1,0,0.55,0,1,0,0,0.359,Low,Low_Risk
CUST2745,35,Female,Married,Secondary,Self-employed,152,8943,13,3,0,0.74,0,1,0,0,0.359,Medium,Low_Risk
CUST1959,35,Female,Single,University,Self-employed,132,317058,9,2,1,0.71,1,0,0,0,0.359,Low,Low_Risk
CUST0401,18,Male,Single,Primary,Self-employed,155,31947,12,3,0,0.82,2,1,1,0,0.359,Medium,Low_Risk
CUST2192,37,Female,Married,University,Employed,93,160473,19,1,0,0.57,1,1,0,0,0.359,Medium,Low_Risk
CUST2919,37,Male,Single,Secondary,Employed,68,291486,20,2,0,0.51,0,1,0,0,0.359,Medium,Low_Risk
CUST2339,37,Male,Married,,Employed,80,591350,11,3,0,0.82,1,1,0,0,0.359,Medium,Low_Risk
CUST0001,35,Male,Single,Primary,Employed,145,60741,13,1,0,0.6,1,1,0,0,0.359,Low,Low_Risk
CUST2023,18,Female,Divorced,Primary,Employed,87,203622,19,2,0,0.97,3,1,1,0,0.359,Medium,Low_Risk
CUST1567,40,Female,Married,Secondary,Employed,113,238533,14,1,1,0.85,1,0,1,0,0.359,Low,Low_Risk
CUST2083,52,Female,Married,Secondary,Employed,128,6679,17,4,0,0.99,1,1,0,0,0.359,High,Low_Risk
CUST0414,34,Female,Married,Secondary,Employed,80,463966,14,3,1,0.88,0,1,0,0,0.359,Medium,Low_Risk
CUST0747,43,Male,Married,Secondary,Employed,175,62941,8,1,0,0.52,0,1,0,0,0.359,Low,Low_Risk
CUST2291,43,Male,Married,University,Self-employed,141,172621,11,2,0,0.87,3,1,0,0,0.359,Low,Low_Risk
CUST1236,39,Male,Single,Secondary,Employed,107,148722,17,2,0,0.99,1,1,0,0,0.359,Medium,Low_Risk
CUST1861,47,Female,Married,Secondary,Self-employed,139,183798,11,2,0,0.98,0,1,0,0,0.359,Low,Low_Risk
CUST2721,52,Female,Married,Primary,Employed,128,219437,12,1,0,0.65,1,1,1,0,0.359,Low,Low_Risk
CUST0341,37,Male,Married,Secondary,Employed,147,129446,11,2,0,0.87,3,0,0,0,0.359,Low,Low_Risk
CUST2762,33,Female,Divorced,Primary,Employed,69,279379,20,1,0,0.97,2,0,0,0,0.358,Medium,Low_Risk
CUST0459,37,Female,Single,Primary,Self-employed,116,43368,18,4,1,0.7,1,1,0,0,0.358,High,Low_Risk
CUST0258,38,Female,Married,Secondary,Self-employed,156,64504,11,1,0,0.88,3,1,0,0,0.358,Low,Low_Risk
CUST2688,29,Male,Married,Secondary,Self-employed,130,244501,11,1,0,0.71,1,1,1,0,0.358,Low,Low_Risk
CUST0163,29,Female,Married,University,Self-employed,168,110186,8,1,2,0.78,0,1,0,0,0.358,Low,Low_Risk
CUST0131,27,Male,Single,,Employed,147,39638,13,1,0,0.87,0,1,0,0,0.358,Low,Low_Risk
CUST2257,23,Male,Married,Secondary,Self-employed,2,995474,14,3,0,0.68,0,1,0,0,0.358,Medium,Low_Risk
CUST0759,38,Male,Single,Primary,Employed,132,16203,16,1,0,0.82,0,1,0,0,0.358,Low,Low_Risk
CUST1996,40,Male,Married,Secondary,Unemployed,122,169485,14,2,0,0.77,0,0,0,0,0.358,Medium,Low_Risk
CUST0986,27,Male,Single,University,Self-employed,118,113736,16,4,0,0.76,2,1,0,0,0.358,Medium,Low_Risk
CUST1736,32,Female,Single,Primary,Self-employed,95,527805,10,2,1,0.53,0,1,0,0,0.358,Low,Low_Risk
CUST0124,33,Male,Single,Secondary,Employed,145,54726,13,2,0,0.6,0,1,0,0,0.358,Medium,Low_Risk
CUST1061,40,Female,Married,Primary,Employed,69,27493,26,4,0,0.92,0,1,1,0,0.358,High,Low_Risk
CUST0203,50,Male,Divorced,University,Employed,132,60532,15,2,0,0.82,0,1,0,0,0.358,Medium,Low_Risk
CUST2580,42,Female,Divorced,Secondary,Self-employed,128,46379,16,1,0,0.79,2,1,1,0,0.358,Low,Low_Risk
CUST2574,18,Male,Divorced,Secondary,Employed,150,103681,11,4,0,0.97,1,1,0,0,0.358,Medium,Low_Risk
CUST1413,57,Male,Married,University,Self-employed,94,192529,18,1,1,0.67,5,1,0,0,0.358,Medium,Medium_Risk
CUST0237,29,Male,Married,Secondary,Employed,120,55741,17,4,0,0.97,0,1,0,0,0.358,High,Low_Risk
CUST0693,26,Male,Married,Secondary,Employed,132,184894,12,4,0,0.65,1,0,0,0,0.358,Medium,Low_Risk
CUST1849,52,Male,Married,Secondary,Self-employed,145,12736,14,1,0,0.63,0,1,0,0,0.358,Low,Low_Risk
CUST0905,42,Male,Married,Primary,Employed,114,139857,16,3,0,0.85,1,1,0,0,0.358,Medium,Low_Risk
CUST1018,37,Female,Married,Secondary,Unemployed,134,173097,12,2,0,0.58,0,1,1,0,0.358,Low,Low_Risk
CUST1612,32,Female,Married,Secondary,Employed,98,81750,20,2,0,0.68,2,1,0,0,0.358,Medium,Low_Risk
CUST1656,41,Female,Divorced,University,Employed,107,275382,14,2,0,0.94,2,0,1,0,0.358,Medium,Low_Risk
CUST0851,44,Female,Single,Secondary,Employed,101,101741,19,1,0,0.79,0,1,1,0,0.358,Medium,Low_Risk
CUST0831,40,Female,Single,Secondary,Employed,54,125225,26,1,0,0.77,2,1,1,0,0.357,Medium,Low_Risk
CUST0866,40,Male,Married,Secondary,Employed,70,480631,15,2,0,0.95,1,0,0,0,0.357,Medium,Low_Risk
CUST0200,21,Male,Married,Primary,Self-employed,103,42129,20,4,0,0.97,1,1,1,0,0.357,High,Low_Risk
CUST2002,33,Female,Single,Secondary,Self-employed,160,30765,11,3,0,0.69,0,1,0,0,0.357,Medium,Low_Risk
CUST0152,49,Male,Married,Secondary,Employed,118,23216,18,4,0,0.99,2,1,0,0,0.357,High,Low_Risk
CUST2344,34,Male,Married,Secondary,Self-employed,123,287771,11,2,0,0.99,1,1,0,0,0.357,Low,Low_Risk
CUST1474,42,Male,Married,Primary,Employed,77,177188,21,2,0,0.86,2,1,0,0,0.357,Medium,Low_Risk
CUST1299,32,Female,Married,University,Employed,82,59423,23,1,1,0.8,3,1,0,0,0.357,Medium,Medium_Risk
CUST2502,18,Female,Married,,Self-employed,160,73276,10,4,0,0.65,1,1,0,0,0.357,Medium,Low_Risk
CUST2274,44,Female,Divorced,Secondary,Employed,157,10310,12,3,0,0.58,0,0,0,0,0.357,Medium,Low_Risk
CUST0283,60,Female,Married,University,Employed,89,434396,13,4,1,0.92,0,1,1,0,0.357,Medium,Low_Risk
CUST2778,47,Female,Single,Primary,Employed,130,111607,14,2,1,0.86,0,0,0,0,0.357,Medium,Low_Risk
CUST0007,29,Female,Married,Secondary,Self-employed,126,139252,14,2,0,0.55,1,1,0,0,0.357,Medium,Low_Risk
CUST0763,18,Male,Single,,Self-employed,111,71040,18,3,0,0.95,2,1,1,0,0.357,Medium,Low_Risk
CUST2343,28,Female,Married,Secondary,Employed,103,211772,16,1,0,0.86,0,0,1,0,0.357,Low,Low_Risk
CUST0676,44,Male,Single,Primary,Employed,123,75642,16,2,0,0.58,0,1,0,0,0.357,Medium,Low_Risk
CUST1235,51,Male,Married,Primary,Employed,160,73691,10,4,0,0.88,0,1,1,0,0.357,Medium,Low_Risk
CUST2086,32,Male,Married,,Self-employed,155,23152,12,1,0,0.76,0,1,0,0,0.357,Low,Low_Risk
CUST2036,49,Female,Married,Secondary,Employed,128,208603,12,1,1,0.51,0,1,0,0,0.357,Low,Low_Risk
CUST0027,29,Male,Married,,Unemployed,97,340175,14,2,0,0.69,2,1,0,0,0.357,Medium,Low_Risk
CUST2032,18,Male,Married,,Unemployed,67,501085,15,1,0,0.81,2,1,0,0,0.357,Low,Low_Risk
CUST1352,30,Female,Single,University,Employed,168,20496,10,1,1,0.57,2,1,0,0,0.357,Low,Low_Risk
CUST0128,32,Female,Married,,Unemployed,149,66140,12,3,1,0.74,1,1,0,0,0.357,Medium,Low_Risk
CUST1227,35,Female,Married,Secondary,Employed,120,52121,17,3,2,0.61,1,1,0,0,0.357,Medium,Medium_Risk
CUST1995,52,Male,Married,Secondary,Self-employed,137,21085,15,3,0,0.87,0,1,0,0,0.357,Medium,Low_Risk
CUST0578,24,Male,Married,Secondary,Self-employed,175,14109,9,3,1,0.55,1,1,0,0,0.357,Medium,Low_Risk
CUST1010,43,Female,Married,Secondary,Employed,157,94232,10,1,0,0.58,1,0,0,0,0.357,Low,Low_Risk
CUST2017,22,Male,Married,Secondary,Self-employed,152,85764,11,2,1,0.87,0,1,1,0,0.357,Low,Low_Risk
CUST0379,35,Female,Married,Secondary,Self-employed,85,420161,14,2,1,0.9,1,1,0,0,0.357,Medium,Low_Risk
CUST0361,49,Male,Single,University,Employed,77,347972,17,3,0,0.93,1,1,0,0,0.357,Medium,Low_Risk
CUST0453,38,Male,Single,University,Self-employed,136,154576,12,1,0,0.94,0,1,0,0,0.357,Low,Low_Risk
CUST2548,18,Male,Married,,Employed,138,51652,14,2,1,0.92,0,1,0,0,0.356,Medium,Low_Risk
CUST1445,38,Female,Single,University,Employed,115,126682,16,2,0,0.56,0,0,0,0,0.356,Medium,Low_Risk
CUST0836,18,Male,Married,Secondary,Employed,151,4909,13,1,0,0.51,1,1,0,0,0.356,Low,Low_Risk
CUST2183,47,Male,Married,University,Employed,127,129377,14,3,0,0.75,0,1,0,0,0.356,Medium,Low_Risk
CUST0232,28,Female,Single,Secondary,Employed,92,157816,19,2,1,0.66,0,1,1,0,0.356,Medium,Low_Risk
CUST0402,52,Female,Married,Primary,Employed,112,187792,15,3,0,0.99,0,1,0,0,0.356,Medium,Low_Risk
CUST0616,31,Female,Divorced,Primary,Self-employed,138,52462,14,1,0,0.72,1,1,0,0,0.356,Low,Low_Risk
CUST0403,30,Female,Divorced,Secondary,Unemployed,117,69864,17,1,1,0.53,0,0,0,0,0.356,Low,Low_Risk
CUST2309,38,Male,Married,Primary,Unemployed,109,210383,15,1,0,0.67,2,0,0,0,0.356,Low,Low_Risk
CUST1312,32,Male,Married,Secondary,Employed,71,301057,19,1,1,0.52,1,0,1,0,0.356,Medium,Low_Risk
CUST2409,31,Female,Single,Primary,Employed,111,322549,12,2,0,0.71,1,0,0,0,0.356,Low,Low_Risk
CUST1691,40,Male,Single,Secondary,Self-employed,169,7414,10,2,0,0.64,1,1,0,0,0.356,Low,Low_Risk
CUST2675,35,Female,Single,Primary,Self-employed,90,298164,16,2,1,0.6,1,0,0,0,0.356,Medium,Low_Risk
CUST2724,25,Female,Married,Primary,Employed,102,89693,19,3,0,0.79,2,1,0,0,0.356,Medium,Low_Risk
CUST2118,34,Male,Divorced,University,Unemployed,119,267315,12,2,1,0.56,0,0,1,0,0.356,Low,Low_Risk
CUST1034,42,Female,Married,Secondary,Employed,155,61976,11,2,2,0.72,2,1,0,0,0.356,Low,Medium_Risk
CUST1169,44,Female,Single,Primary,Self-employed,120,90658,16,2,1,0.68,1,1,0,0,0.356,Medium,Low_Risk
CUST1497,18,Male,Single,Primary,Employed,120,6429,18,1,0,0.72,1,0,0,0,0.356,Medium,Low_Risk
CUST1532,29,Male,Married,Secondary,Self-employed,127,2063,17,1,0,0.68,0,1,1,0,0.356,Low,Low_Risk
CUST2745,44,Female,Married,Primary,Unemployed,168,16130,10,2,0,0.72,0,0,0,0,0.356,Low,Low_Risk
CUST0814,19,Male,Divorced,Secondary,Employed,103,166585,17,2,0,0.84,1,1,0,0,0.356,Medium,Low_Risk
CUST0914,44,Male,Married,Secondary,Employed,104,32312,20,1,0,0.86,1,0,1,0,0.356,Medium,Low_Risk
CUST0357,34,Female,Single,University,Employed,164,44177,10,1,0,0.95,0,0,0,0,0.356,Low,Low_Risk
CUST0408,19,Male,Married,Secondary,Employed,140,40306,14,2,0,0.65,1,0,0,0,0.356,Medium,Low_Risk
CUST1086,51,Female,Married,University,Self-employed,68,447270,16,2,1,0.8,1,0,1,0,0.356,Medium,Low_Risk
CUST0006,38,Female,Married,Secondary,Employed,123,111601,15,2,0,0.52,2,0,0,0,0.356,Medium,Low_Risk
CUST1807,32,Male,Married,University,Employed,138,178974,11,1,0,0.85,1,1,0,0,0.356,Low,Low_Risk
CUST1371,43,Male,Married,Secondary,Employed,175,8114,9,2,0,0.63,2,0,0,0,0.356,Low,Low_Risk
CUST2266,51,Male,Married,Primary,Employed,77,133768,22,3,0,0.81,2,1,0,0,0.356,High,Low_Risk
CUST1956,39,Female,Single,University,Employed,94,95076,20,2,0,0.61,2,0,1,0,0.355,Medium,Low_Risk
CUST2470,26,Female,Single,,Employed,119,219573,13,1,0,0.93,0,1,1,0,0.355,Low,Low_Risk
CUST0599,42,Female,Single,Primary,Employed,151,42656,12,1,0,0.82,0,1,1,0,0.355,Low,Low_Risk
CUST1199,42,Female,Married,,Unemployed,165,159691,7,3,0,0.73,0,1,1,0,0.355,Low,Low_Risk
CUST0992,58,Male,Married,Secondary,Self-employed,139,81870,13,1,0,0.8,0,1,0,0,0.355,Low,Low_Risk
CUST0497,33,Female,Married,University,Employed,94,392677,13,1,0,0.57,0,0,0,0,0.355,Low,Low_Risk
CUST1512,30,Female,Single,Primary,Employed,120,130160,15,3,1,0.54,2,1,0,0,0.355,Medium,Low_Risk
CUST2255,41,Female,Single,Secondary,Self-employed,123,193166,13,3,0,0.59,1,0,0,0,0.355,Medium,Low_Risk
CUST0173,20,Male,Single,Primary,Employed,125,221836,12,3,0,0.76,0,1,1,0,0.355,Medium,Low_Risk
CUST0639,52,Male,Single,Secondary,Employed,132,218887,11,1,1,0.93,1,1,0,0,0.355,Low,Low_Risk
CUST2812,32,Female,Divorced,Secondary,Self-employed,83,170694,20,1,0,0.56,2,1,0,0,0.355,Medium,Low_Risk
CUST1993,56,Female,Divorced,Secondary,Self-employed,112,271476,13,2,0,0.59,0,1,0,0,0.355,Medium,Low_Risk
CUST2036,21,Female,Married,Secondary,Employed,167,19300,10,1,0,0.55,2,1,0,0,0.355,Low,Low_Risk
CUST2836,47,Female,Married,Primary,Employed,113,93195,17,2,0,0.78,1,1,0,0,0.355,Medium,Low_Risk
CUST2175,36,Male,Single,,Employed,142,20784,14,3,0,1.0,1,1,1,0,0.355,Medium,Low_Risk
CUST2590,33,Female,Married,Secondary,Employed,167,60801,9,2,0,0.54,0,1,0,0,0.355,Low,Low_Risk
CUST1830,28,Male,Married,University,Employed,114,43125,18,1,0,0.96,0,1,0,0,0.355,Medium,Low_Risk
CUST0969,23,Male,Married,Secondary,Employed,131,182564,12,1,0,0.8,1,1,0,0,0.355,Low,Low_Risk
CUST1483,34,Female,Single,Secondary,Unemployed,150,9467,13,2,0,0.57,0,1,0,0,0.355,Medium,Low_Risk
CUST0852,51,Female,Married,,Employed,119,7833,18,2,0,0.63,0,1,0,0,0.355,Medium,Low_Risk
CUST1670,43,Female,Married,Primary,Self-employed,155,143323,9,2,0,0.77,2,0,0,0,0.355,Low,Low_Risk
CUST0145,48,Female,Married,Primary,Employed,77,382696,16,1,0,0.51,0,0,1,0,0.355,Low,Low_Risk
CUST1133,37,Female,Divorced,Primary,Employed,121,36163,17,2,0,0.99,0,1,0,0,0.355,Medium,Low_Risk
CUST2587,41,Male,Divorced,University,Employed,129,24287,16,1,0,0.88,0,1,0,0,0.355,Low,Low_Risk
CUST0046,31,Male,Married,University,Employed,99,146238,18,2,0,0.67,1,1,0,0,0.355,Medium,Low_Risk
CUST0544,35,Female,Married,University,Self-employed,121,120682,15,3,0,0.99,1,0,1,0,0.355,Medium,Low_Risk
CUST2952,43,Male,Divorced,Primary,Employed,119,49756,17,1,1,0.86,4,0,0,0,0.355,Low,Medium_Risk
CUST0884,33,Female,Single,Secondary,Self-employed,126,87249,15,3,0,0.57,1,0,0,0,0.355,Medium,Low_Risk
CUST0675,32,Male,Single,Secondary,Self-employed,82,134951,21,3,0,0.61,2,1,0,0,0.355,Medium,Low_Risk
CUST0836,32,Male,Divorced,Secondary,Employed,146,36839,13,1,0,0.79,3,1,0,0,0.355,Low,Low_Risk
CUST2706,51,Male,Married,Secondary,Employed,136,275744,9,2,0,0.61,2,0,1,0,0.355,Low,Low_Risk
CUST2088,52,Male,Divorced,Primary,Employed,129,62558,15,3,0,0.69,0,0,1,0,0.354,Medium,Low_Risk
CUST0473,52,Female,Single,University,Employed,84,413938,14,2,0,0.76,1,1,0,0,0.354,Medium,Low_Risk
CUST2172,27,Female,Single,Primary,Self-employed,14,343597,27,3,0,0.67,1,1,1,0,0.354,High,Low_Risk
CUST1916,24,Male,Married,University,Employed,24,869751,13,1,0,0.87,3,1,0,0,0.354,Low,Low_Risk
CUST1489,32,Male,Married,Primary,Unemployed,134,70112,14,1,0,0.52,2,0,0,0,0.354,Low,Low_Risk
CUST2150,51,Male,Divorced,Primary,Self-employed,178,24531,8,1,0,0.85,1,1,0,0,0.354,Low,Low_Risk
CUST2336,20,Female,Married,Secondary,Self-employed,137,52375,14,2,0,0.91,1,0,0,0,0.354,Medium,Low_Risk
CUST0813,66,Male,Married,Primary,Employed,85,69809,22,2,0,0.65,2,1,1,0,0.354,Medium,Low_Risk
CUST0612,50,Male,Single,Primary,Employed,116,26114,18,2,0,0.85,1,1,0,0,0.354,Medium,Low_Risk
CUST1680,30,Female,Divorced,University,Self-employed,143,222295,9,1,1,0.59,2,1,0,0,0.354,Low,Low_Risk
CUST1619,34,Male,Single,University,Unemployed,129,63776,15,1,0,0.62,0,1,0,0,0.354,Low,Low_Risk
CUST2647,32,Female,Married,,Employed,57,518130,16,1,0,0.88,1,1,0,0,0.354,Low,Low_Risk
CUST1604,38,Female,Married,Secondary,Self-employed,124,56148,16,3,1,0.64,0,1,0,0,0.354,Medium,Low_Risk
CUST2876,30,Male,Single,Secondary,Employed,161,11407,11,1,0,1.0,0,1,1,0,0.354,Low,Low_Risk
CUST2598,38,Male,Married,University,Self-employed,137,9129,15,4,0,0.73,1,1,0,0,0.354,Medium,Low_Risk
CUST0253,21,Female,Married,University,Employed,150,3426,13,2,1,0.5,1,1,1,0,0.354,Medium,Low_Risk
CUST2748,31,Female,Single,Primary,Self-employed,124,142162,14,3,0,0.69,0,1,0,0,0.354,Medium,Low_Risk
CUST1421,38,Female,Single,,Employed,119,174253,14,1,0,0.95,0,0,0,0,0.354,Low,Low_Risk
CUST0051,40,Female,Married,Secondary,Self-employed,165,28621,10,4,0,0.5,1,1,0,0,0.354,Medium,Low_Risk
CUST2263,27,Female,Married,Primary,Employed,90,77413,21,3,0,0.66,1,1,0,0,0.354,Medium,Low_Risk
CUST2933,46,Male,Single,Secondary,Employed,94,218623,17,2,0,0.78,2,1,0,0,0.354,Medium,Low_Risk
CUST2318,20,Male,Single,Secondary,Employed,125,176500,13,1,0,0.72,1,1,0,0,0.354,Low,Low_Risk
CUST1292,29,Female,Married,University,Employed,71,252268,20,1,0,0.69,0,0,1,0,0.354,Medium,Low_Risk
CUST2016,42,Male,Single,Secondary,Employed,110,193472,15,3,0,0.75,2,0,1,0,0.354,Medium,Low_Risk
CUST0422,41,Female,Divorced,University,Employed,133,118657,13,1,0,0.75,2,1,0,0,0.353,Low,Low_Risk
CUST1782,50,Male,Divorced,Secondary,Employed,113,212048,14,3,0,0.97,2,1,0,0,0.353,Medium,Low_Risk
CUST2751,32,Female,Single,Secondary,Employed,179,54683,7,4,0,0.62,0,1,1,0,0.353,Medium,Low_Risk
CUST1765,31,Male,Divorced,University,Employed,141,17520,14,1,0,0.55,1,0,0,0,0.353,Low,Low_Risk
CUST1467,48,Female,Married,Secondary,Employed,74,309733,18,2,0,0.85,0,0,1,0,0.353,Medium,Low_Risk
CUST2311,42,Male,Married,Secondary,Employed,153,22762,12,3,1,0.99,0,0,0,0,0.353,Medium,Low_Risk
CUST0134,29,Female,Married,Secondary,Employed,157,36059,11,2,0,0.84,0,0,1,0,0.353,Low,Low_Risk
CUST1526,30,Male,Married,University,Self-employed,114,79620,17,1,0,0.84,0,1,0,0,0.353,Low,Low_Risk
CUST0913,39,Female,Single,Secondary,Self-employed,130,51690,15,2,0,0.83,0,1,0,0,0.353,Medium,Low_Risk
CUST0930,42,Male,Married,Secondary,Self-employed,177,25806,8,1,1,0.58,0,1,1,0,0.353,Low,Low_Risk
CUST0345,29,Female,Single,Secondary,Self-employed,79,192232,20,1,0,0.51,2,0,0,0,0.353,Medium,Low_Risk
CUST2584,18,Male,Married,,Employed,121,73156,16,1,0,0.96,0,0,0,0,0.353,Low,Low_Risk
CUST0844,46,Female,Married,Primary,Self-employed,131,4599,16,1,0,0.96,3,0,0,0,0.353,Low,Low_Risk
CUST0257,41,Female,Single,Secondary,Employed,154,59139,11,1,0,0.71,1,0,0,0,0.353,Low,Low_Risk
CUST0009,43,Female,Single,Primary,Self-employed,129,101357,14,4,2,0.82,1,1,0,0,0.353,Medium,Medium_Risk
CUST2769,39,Female,Divorced,Primary,Employed,164,30443,10,1,0,0.56,0,1,0,0,0.353,Low,Low_Risk
CUST0204,18,Female,Single,Secondary,Employed,64,165873,23,1,0,0.51,0,1,0,0,0.353,Medium,Low_Risk
CUST2847,23,Female,Divorced,Secondary,Self-employed,73,104453,23,2,0,0.86,1,1,0,0,0.353,Medium,Low_Risk
CUST2366,31,Female,Married,University,Employed,123,17005,17,3,2,0.72,2,1,0,0,0.353,Medium,Medium_Risk
CUST2482,33,Female,Married,University,Self-employed,103,365486,12,1,0,0.6,0,0,0,0,0.353,Low,Low_Risk
CUST1274,19,Male,Married,Secondary,Self-employed,117,16279,18,4,1,0.8,2,1,0,0,0.353,High,Low_Risk
CUST2729,26,Male,Married,Secondary,Employed,103,366186,12,4,0,0.98,0,1,0,0,0.353,Medium,Low_Risk
CUST0074,18,Female,Married,Secondary,Employed,143,5817,14,3,0,0.81,3,1,0,0,0.353,Medium,Low_Risk
CUST0122,25,Male,Married,,Unemployed,118,178711,14,2,0,0.95,0,1,0,0,0.353,Medium,Low_Risk
CUST2501,32,Female,Single,,Employed,118,94414,16,1,1,0.53,3,1,0,0,0.353,Low,Medium_Risk
CUST1293,27,Male,Single,,Employed,136,94743,13,2,1,0.67,0,1,1,0,0.353,Medium,Low_Risk
CUST0060,38,Female,Single,University,Self-employed,121,72589,16,3,0,0.94,0,1,0,0,0.353,Medium,Low_Risk
CUST0778,49,Female,Married,University,Self-employed,100,300225,14,1,1,0.75,0,1,0,0,0.353,Low,Low_Risk
CUST2386,31,Male,Married,Secondary,Employed,134,281450,9,1,0,0.9,2,0,0,0,0.353,Low,Low_Risk
CUST0923,30,Female,Single,Secondary,Self-employed,175,123185,6,3,0,0.88,2,0,1,0,0.353,Low,Low_Risk
CUST1425,43,Female,Married,Primary,Employed,128,105888,14,1,0,0.89,2,1,0,0,0.352,Low,Low_Risk
CUST1565,28,Male,Single,University,Employed,125,166130,13,3,0,0.62,0,1,0,0,0.352,Medium,Low_Risk
CUST1394,33,Male,Single,Primary,Employed,49,565401,16,2,0,0.74,1,0,0,0,0.352,Medium,Low_Risk
CUST2801,24,Male,Married,University,Unemployed,141,183424,10,2,0,0.67,1,1,1,0,0.352,Low,Low_Risk
CUST0432,34,Female,Married,University,Employed,122,104343,15,1,0,0.65,0,1,0,0,0.352,Low,Low_Risk
CUST0543,41,Female,Married,Primary,Employed,71,327374,18,4,1,0.6,0,1,0,0,0.352,High,Low_Risk
CUST0435,26,Female,Married,Secondary,Employed,103,62481,19,1,0,0.95,2,1,0,0,0.352,Medium,Low_Risk
CUST1331,33,Female,Married,Primary,Employed,109,278192,13,1,0,0.61,1,1,0,0,0.352,Low,Low_Risk
CUST2065,27,Male,Married,,Employed,118,44756,17,1,0,0.91,1,1,0,0,0.352,Low,Low_Risk
CUST2219,18,Female,Married,University,Employed,126,34369,16,2,0,0.84,0,1,0,0,0.352,Medium,Low_Risk
CUST1354,20,Female,Married,Secondary,Unemployed,77,326426,17,3,0,0.63,2,1,1,0,0.352,Medium,Low_Risk
CUST1896,29,Female,Married,Primary,Self-employed,129,54547,15,3,0,0.68,0,1,0,0,0.352,Medium,Low_Risk
CUST2976,18,Male,Single,Secondary,Self-employed,152,24488,12,2,0,0.59,1,1,0,0,0.352,Low,Low_Risk
CUST0366,34,Male,Single,Secondary,Employed,137,44395,14,3,0,0.51,2,0,1,0,0.352,Medium,Low_Risk
CUST1232,25,Male,Divorced,Secondary,Employed,140,23349,14,3,0,0.53,0,1,0,0,0.352,Medium,Low_Risk
CUST1872,33,Male,Married,Secondary,Employed,114,117549,16,2,0,0.57,2,0,1,0,0.352,Medium,Low_Risk
CUST0237,39,Female,Married,Secondary,Employed,164,28010,10,2,0,0.52,1,1,1,0,0.352,Low,Low_Risk
CUST2302,22,Female,Married,Primary,Unemployed,105,48721,19,2,0,0.63,3,0,1,0,0.352,Medium,Low_Risk
CUST2724,37,Male,Divorced,Secondary,Employed,92,309429,15,2,1,0.97,3,0,0,0,0.352,Medium,Medium_Risk
CUST1971,39,Female,Single,Secondary,Employed,91,19417,22,2,1,0.92,2,1,0,0,0.352,Medium,Low_Risk
CUST2743,46,Female,Married,Primary,Employed,99,5640,21,1,0,0.99,2,1,0,0,0.352,Medium,Low_Risk
CUST1985,26,Male,Married,Secondary,Unemployed,91,20977,22,3,1,0.9,0,1,1,0,0.352,High,Low_Risk
CUST0187,52,Male,Single,Primary,Employed,152,152382,9,1,1,0.6,1,1,0,0,0.352,Low,Low_Risk
CUST1119,34,Male,Married,Primary,Self-employed,94,252154,16,2,0,0.79,0,1,0,0,0.352,Medium,Low_Risk
CUST0958,47,Female,Single,Primary,Self-employed,51,509077,17,3,0,0.99,1,1,0,0,0.352,Medium,Low_Risk
CUST2966,52,Female,Married,Primary,Self-employed,27,715357,16,2,0,0.64,3,1,0,0,0.352,Medium,Low_Risk
CUST2710,34,Female,Married,Primary,Self-employed,113,165847,15,2,0,0.93,1,1,0,0,0.352,Medium,Low_Risk
